,County,"Violent
crime","Murder and
nonnegligent
manslaughter",Robbery,"Aggravated
assault","Property
crime",Burglary,"Larceny-
theft","Motor
vehicle
theft",Arson,State,Rape
0,Butler,49.0,0.0,1.0,36.0,301.0,61.0,201.0,39.0,3.0,kansas,12.0
1,Doniphan,1.0,0.0,0.0,1.0,8.0,3.0,4.0,1.0,0.0,kansas,0.0
2,Geary,15.0,1.0,0.0,13.0,32.0,8.0,19.0,5.0,0.0,kansas,1.0
3,Harvey,11.0,0.0,1.0,10.0,24.0,12.0,11.0,1.0,0.0,kansas,0.0
4,Jackson,15.0,0.0,0.0,12.0,122.0,17.0,96.0,9.0,1.0,kansas,3.0
5,Jefferson,33.0,0.0,1.0,21.0,224.0,25.0,164.0,35.0,1.0,kansas,11.0
6,Johnson,50.0,0.0,2.0,38.0,220.0,24.0,163.0,33.0,1.0,kansas,10.0
7,Linn,13.0,1.0,0.0,10.0,86.0,26.0,52.0,8.0,1.0,kansas,2.0
8,Osage2,14.0,0.0,1.0,12.0,,,31.0,10.0,1.0,kansas,1.0
9,Pottawatomie,27.0,0.0,1.0,21.0,177.0,42.0,111.0,24.0,4.0,kansas,5.0
10,Riley County Police Department2,263.0,1.0,21.0,209.0,,,998.0,105.0,13.0,kansas,32.0
11,Sedgwick,94.0,2.0,3.0,68.0,205.0,61.0,109.0,35.0,3.0,kansas,21.0
12,Shawnee,87.0,1.0,3.0,75.0,958.0,250.0,589.0,119.0,2.0,kansas,8.0
13,Sumner,12.0,0.0,2.0,8.0,156.0,65.0,75.0,16.0,3.0,kansas,2.0
14,Wabaunsee,14.0,0.0,0.0,12.0,77.0,29.0,45.0,3.0,2.0,kansas,2.0
15,Wyandotte,21.0,0.0,2.0,15.0,92.0,6.0,82.0,4.0,0.0,kansas,4.0
16,Allen,14.0,0.0,0.0,11.0,51.0,22.0,22.0,7.0,0.0,kansas,3.0
17,Anderson,8.0,0.0,0.0,8.0,31.0,13.0,14.0,4.0,0.0,kansas,0.0
18,Barber,6.0,0.0,1.0,5.0,19.0,4.0,13.0,2.0,0.0,kansas,0.0
19,Barton,20.0,1.0,0.0,16.0,69.0,15.0,52.0,2.0,0.0,kansas,3.0
20,Bourbon,10.0,0.0,0.0,10.0,33.0,7.0,19.0,7.0,1.0,kansas,0.0
21,Brown,5.0,0.0,0.0,5.0,16.0,5.0,8.0,3.0,0.0,kansas,0.0
22,Clark,3.0,0.0,0.0,3.0,14.0,1.0,13.0,0.0,0.0,kansas,0.0
23,Clay,2.0,0.0,1.0,1.0,5.0,0.0,5.0,0.0,0.0,kansas,0.0
24,Cowley,30.0,0.0,0.0,22.0,125.0,45.0,67.0,13.0,1.0,kansas,8.0
25,Crawford,22.0,1.0,1.0,18.0,157.0,1.0,125.0,31.0,2.0,kansas,2.0
26,Dickinson,23.0,0.0,0.0,21.0,106.0,33.0,64.0,9.0,1.0,kansas,2.0
27,Edwards,0.0,0.0,0.0,0.0,15.0,5.0,9.0,1.0,0.0,kansas,0.0
28,Ellis,14.0,0.0,2.0,12.0,32.0,10.0,20.0,2.0,1.0,kansas,0.0
29,Ellsworth,8.0,0.0,0.0,7.0,47.0,26.0,16.0,5.0,1.0,kansas,1.0
30,Finney,28.0,1.0,2.0,20.0,135.0,28.0,83.0,24.0,1.0,kansas,5.0
31,Ford,13.0,0.0,0.0,13.0,59.0,15.0,34.0,10.0,0.0,kansas,0.0
32,Franklin,52.0,0.0,1.0,45.0,155.0,54.0,81.0,20.0,4.0,kansas,6.0
33,Gove,4.0,0.0,0.0,2.0,7.0,2.0,4.0,1.0,0.0,kansas,2.0
34,Grant,2.0,0.0,0.0,2.0,13.0,5.0,7.0,1.0,0.0,kansas,0.0
35,Gray,4.0,0.0,0.0,2.0,42.0,6.0,33.0,3.0,0.0,kansas,2.0
36,Greenwood,25.0,0.0,0.0,21.0,72.0,18.0,46.0,8.0,1.0,kansas,4.0
37,Hamilton,9.0,0.0,1.0,7.0,21.0,3.0,16.0,2.0,0.0,kansas,1.0
38,Haskell,0.0,0.0,0.0,0.0,22.0,5.0,15.0,2.0,0.0,kansas,0.0
39,Jewell,2.0,0.0,0.0,1.0,16.0,10.0,5.0,1.0,0.0,kansas,1.0
40,Kearny,12.0,0.0,0.0,9.0,74.0,14.0,55.0,5.0,0.0,kansas,3.0
41,Kingman,3.0,0.0,0.0,3.0,30.0,8.0,19.0,3.0,0.0,kansas,0.0
42,Kiowa,3.0,0.0,0.0,3.0,18.0,9.0,8.0,1.0,0.0,kansas,0.0
43,Labette,6.0,0.0,0.0,6.0,55.0,22.0,29.0,4.0,0.0,kansas,0.0
44,Logan,1.0,0.0,0.0,1.0,10.0,0.0,9.0,1.0,0.0,kansas,0.0
45,Lyon,17.0,0.0,0.0,10.0,57.0,18.0,36.0,3.0,0.0,kansas,7.0
46,Marion,9.0,0.0,0.0,8.0,40.0,17.0,17.0,6.0,0.0,kansas,1.0
47,McPherson,14.0,0.0,0.0,13.0,37.0,15.0,20.0,2.0,0.0,kansas,1.0
48,Mitchell,2.0,0.0,0.0,2.0,29.0,12.0,12.0,5.0,0.0,kansas,0.0
49,Montgomery2,27.0,0.0,1.0,24.0,,,76.0,17.0,3.0,kansas,2.0
50,Morris,7.0,0.0,0.0,7.0,21.0,8.0,10.0,3.0,0.0,kansas,0.0
51,Nemaha,5.0,0.0,0.0,5.0,51.0,4.0,39.0,8.0,1.0,kansas,0.0
52,Neosho,8.0,0.0,0.0,7.0,30.0,13.0,14.0,3.0,1.0,kansas,1.0
53,Ness,8.0,0.0,0.0,8.0,18.0,5.0,11.0,2.0,0.0,kansas,0.0
54,Osborne,1.0,0.0,0.0,1.0,26.0,14.0,10.0,2.0,0.0,kansas,0.0
55,Phillips,5.0,0.0,0.0,5.0,5.0,2.0,2.0,1.0,0.0,kansas,0.0
56,Pratt,5.0,0.0,0.0,4.0,20.0,13.0,5.0,2.0,0.0,kansas,1.0
57,Reno,32.0,0.0,0.0,28.0,178.0,64.0,96.0,18.0,0.0,kansas,4.0
58,Rice,4.0,0.0,0.0,4.0,28.0,3.0,20.0,5.0,0.0,kansas,0.0
59,Rooks,3.0,1.0,0.0,1.0,16.0,5.0,10.0,1.0,1.0,kansas,1.0
60,Rush,11.0,0.0,1.0,10.0,31.0,11.0,18.0,2.0,0.0,kansas,0.0
61,Russell,5.0,0.0,0.0,4.0,40.0,13.0,22.0,5.0,0.0,kansas,1.0
62,Seward,4.0,1.0,0.0,3.0,19.0,6.0,8.0,5.0,2.0,kansas,0.0
63,Thomas,4.0,0.0,0.0,4.0,19.0,2.0,15.0,2.0,0.0,kansas,0.0
64,Washington,3.0,0.0,0.0,3.0,5.0,3.0,0.0,2.0,0.0,kansas,0.0
65,Wichita,4.0,0.0,0.0,4.0,5.0,1.0,3.0,1.0,0.0,kansas,0.0
66,Wilson,10.0,0.0,0.0,8.0,47.0,14.0,28.0,5.0,1.0,kansas,2.0
67,Woodson,1.0,0.0,0.0,1.0,19.0,7.0,11.0,1.0,0.0,kansas,0.0
0,Allen,8.0,0.0,1.0,5.0,86.0,38.0,37.0,11.0,2.0,kentucky,2.0
1,Boone,66.0,0.0,15.0,27.0,817.0,152.0,553.0,112.0,5.0,kentucky,24.0
2,Bourbon,3.0,0.0,0.0,2.0,55.0,16.0,31.0,8.0,0.0,kentucky,1.0
3,Boyd,20.0,0.0,0.0,15.0,181.0,67.0,94.0,20.0,0.0,kentucky,5.0
4,Bracken,2.0,0.0,1.0,1.0,50.0,12.0,25.0,13.0,0.0,kentucky,0.0
5,Bullitt,20.0,0.0,5.0,10.0,347.0,90.0,205.0,52.0,1.0,kentucky,5.0
6,Butler,2.0,0.0,0.0,2.0,32.0,10.0,15.0,7.0,0.0,kentucky,0.0
7,Campbell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kentucky,0.0
8,Campbell County Police Department,13.0,0.0,1.0,5.0,141.0,38.0,79.0,24.0,0.0,kentucky,7.0
9,Carter,6.0,1.0,1.0,4.0,57.0,13.0,24.0,20.0,0.0,kentucky,0.0
10,Christian,18.0,0.0,2.0,10.0,258.0,88.0,133.0,37.0,1.0,kentucky,6.0
11,Clark,6.0,0.0,2.0,2.0,142.0,54.0,67.0,21.0,0.0,kentucky,2.0
12,Daviess,20.0,2.0,1.0,8.0,374.0,93.0,242.0,39.0,4.0,kentucky,9.0
13,Edmonson,9.0,0.0,0.0,9.0,22.0,4.0,12.0,6.0,0.0,kentucky,0.0
14,Fayette,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kentucky,0.0
15,Gallatin,2.0,0.0,0.0,2.0,17.0,11.0,3.0,3.0,0.0,kentucky,0.0
16,Grant,6.0,0.0,1.0,3.0,135.0,33.0,79.0,23.0,0.0,kentucky,2.0
17,Greenup,3.0,0.0,1.0,2.0,34.0,4.0,18.0,12.0,0.0,kentucky,0.0
18,Hancock,2.0,0.0,0.0,1.0,27.0,8.0,12.0,7.0,0.0,kentucky,1.0
19,Hardin,16.0,1.0,3.0,9.0,140.0,39.0,79.0,22.0,3.0,kentucky,3.0
20,Henderson,19.0,1.0,0.0,14.0,163.0,48.0,93.0,22.0,1.0,kentucky,4.0
21,Henry,1.0,0.0,0.0,1.0,8.0,4.0,1.0,3.0,0.0,kentucky,0.0
22,Jefferson,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,kentucky,0.0
23,Jessamine,14.0,0.0,1.0,6.0,206.0,59.0,121.0,26.0,2.0,kentucky,7.0
24,Kenton,0.0,0.0,0.0,0.0,6.0,0.0,5.0,1.0,0.0,kentucky,0.0
25,Kenton County Police Department,19.0,0.0,5.0,7.0,116.0,41.0,69.0,6.0,2.0,kentucky,7.0
26,Larue,3.0,0.0,1.0,2.0,18.0,4.0,5.0,9.0,0.0,kentucky,0.0
27,McLean,2.0,0.0,0.0,1.0,53.0,27.0,18.0,8.0,0.0,kentucky,1.0
28,Meade,14.0,0.0,2.0,12.0,122.0,48.0,52.0,22.0,1.0,kentucky,0.0
29,Oldham,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,0.0,kentucky,0.0
30,Oldham County Police Department,25.0,0.0,4.0,8.0,455.0,87.0,337.0,31.0,6.0,kentucky,13.0
31,Pendleton,4.0,0.0,1.0,3.0,60.0,15.0,40.0,5.0,1.0,kentucky,0.0
32,Scott,8.0,1.0,2.0,5.0,161.0,35.0,104.0,22.0,0.0,kentucky,0.0
33,Shelby,18.0,0.0,4.0,11.0,244.0,56.0,162.0,26.0,1.0,kentucky,3.0
34,Spencer,0.0,0.0,0.0,0.0,43.0,13.0,24.0,6.0,0.0,kentucky,0.0
35,Trigg,6.0,0.0,0.0,5.0,98.0,42.0,51.0,5.0,0.0,kentucky,1.0
36,Warren,39.0,1.0,5.0,17.0,537.0,165.0,313.0,59.0,0.0,kentucky,16.0
37,Woodford,0.0,0.0,0.0,0.0,14.0,1.0,12.0,1.0,0.0,kentucky,0.0
38,Adair,1.0,0.0,0.0,1.0,5.0,1.0,3.0,1.0,0.0,kentucky,0.0
39,Anderson,2.0,0.0,0.0,2.0,15.0,4.0,7.0,4.0,0.0,kentucky,0.0
40,Ballard,9.0,0.0,0.0,8.0,62.0,21.0,32.0,9.0,0.0,kentucky,1.0
41,Barren,30.0,1.0,3.0,24.0,84.0,22.0,43.0,19.0,0.0,kentucky,2.0
42,Bath,4.0,0.0,0.0,4.0,33.0,11.0,17.0,5.0,0.0,kentucky,0.0
43,Bell,18.0,0.0,0.0,18.0,137.0,54.0,66.0,17.0,0.0,kentucky,0.0
44,Boyle,6.0,0.0,2.0,3.0,34.0,12.0,18.0,4.0,1.0,kentucky,1.0
45,Breathitt,2.0,2.0,0.0,0.0,10.0,6.0,3.0,1.0,0.0,kentucky,0.0
46,Breckinridge,7.0,1.0,1.0,5.0,40.0,13.0,13.0,14.0,1.0,kentucky,0.0
47,Caldwell,2.0,0.0,0.0,2.0,22.0,4.0,12.0,6.0,0.0,kentucky,0.0
48,Calloway,10.0,0.0,1.0,5.0,194.0,68.0,110.0,16.0,4.0,kentucky,4.0
49,Carlisle,2.0,0.0,1.0,1.0,19.0,5.0,13.0,1.0,1.0,kentucky,0.0
50,Carroll,5.0,0.0,3.0,1.0,54.0,18.0,27.0,9.0,1.0,kentucky,1.0
51,Casey,1.0,0.0,0.0,1.0,44.0,27.0,9.0,8.0,0.0,kentucky,0.0
52,Clay,4.0,1.0,0.0,3.0,95.0,30.0,32.0,33.0,1.0,kentucky,0.0
53,Clinton,0.0,0.0,0.0,0.0,15.0,2.0,6.0,7.0,0.0,kentucky,0.0
54,Crittenden,1.0,0.0,0.0,0.0,24.0,10.0,9.0,5.0,0.0,kentucky,1.0
55,Cumberland,0.0,0.0,0.0,0.0,10.0,6.0,1.0,3.0,0.0,kentucky,0.0
56,Elliott,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kentucky,0.0
57,Estill,2.0,0.0,1.0,1.0,29.0,6.0,18.0,5.0,0.0,kentucky,0.0
58,Fleming,2.0,0.0,0.0,2.0,12.0,4.0,8.0,0.0,0.0,kentucky,0.0
59,Floyd,5.0,0.0,0.0,4.0,50.0,6.0,30.0,14.0,0.0,kentucky,1.0
60,Franklin,25.0,1.0,2.0,18.0,209.0,43.0,119.0,47.0,0.0,kentucky,4.0
61,Fulton,0.0,0.0,0.0,0.0,13.0,4.0,7.0,2.0,0.0,kentucky,0.0
62,Garrard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kentucky,0.0
63,Garrard County Police Department,3.0,0.0,0.0,3.0,69.0,21.0,36.0,12.0,0.0,kentucky,0.0
64,Graves,28.0,0.0,3.0,10.0,223.0,81.0,120.0,22.0,1.0,kentucky,15.0
65,Grayson,4.0,0.0,3.0,1.0,84.0,25.0,45.0,14.0,1.0,kentucky,0.0
66,Green,2.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,kentucky,1.0
67,Harlan,1.0,0.0,0.0,0.0,39.0,21.0,14.0,4.0,1.0,kentucky,1.0
68,Harrison,7.0,0.0,2.0,5.0,73.0,23.0,41.0,9.0,1.0,kentucky,0.0
69,Hart,3.0,0.0,1.0,1.0,79.0,32.0,30.0,17.0,0.0,kentucky,1.0
70,Hickman,0.0,0.0,0.0,0.0,13.0,5.0,6.0,2.0,0.0,kentucky,0.0
71,Hopkins,18.0,0.0,0.0,16.0,204.0,56.0,128.0,20.0,1.0,kentucky,2.0
72,Jackson,4.0,0.0,0.0,4.0,76.0,23.0,30.0,23.0,0.0,kentucky,0.0
73,Johnson,4.0,0.0,0.0,3.0,45.0,20.0,13.0,12.0,0.0,kentucky,1.0
74,Knott,2.0,0.0,1.0,1.0,26.0,4.0,17.0,5.0,0.0,kentucky,0.0
75,Knox,17.0,0.0,4.0,12.0,81.0,23.0,27.0,31.0,0.0,kentucky,1.0
76,Laurel,25.0,1.0,6.0,17.0,460.0,112.0,229.0,119.0,0.0,kentucky,1.0
77,Lawrence,3.0,0.0,2.0,1.0,42.0,11.0,16.0,15.0,0.0,kentucky,0.0
78,Lee,1.0,0.0,1.0,0.0,5.0,2.0,2.0,1.0,0.0,kentucky,0.0
79,Leslie,1.0,0.0,0.0,1.0,17.0,2.0,6.0,9.0,0.0,kentucky,0.0
80,Letcher,1.0,0.0,0.0,1.0,13.0,0.0,11.0,2.0,0.0,kentucky,0.0
81,Lewis,4.0,0.0,0.0,3.0,18.0,10.0,5.0,3.0,0.0,kentucky,1.0
82,Lincoln,5.0,0.0,0.0,5.0,57.0,16.0,21.0,20.0,0.0,kentucky,0.0
83,Livingston,2.0,0.0,0.0,2.0,52.0,19.0,26.0,7.0,0.0,kentucky,0.0
84,Logan,26.0,0.0,1.0,15.0,80.0,39.0,36.0,5.0,2.0,kentucky,10.0
85,Lyon,3.0,0.0,2.0,1.0,60.0,22.0,34.0,4.0,0.0,kentucky,0.0
86,Madison,18.0,0.0,3.0,11.0,226.0,60.0,139.0,27.0,0.0,kentucky,4.0
87,Magoffin,1.0,0.0,0.0,0.0,19.0,3.0,8.0,8.0,0.0,kentucky,1.0
88,Marion,3.0,0.0,2.0,1.0,49.0,22.0,23.0,4.0,1.0,kentucky,0.0
89,Marshall,19.0,0.0,2.0,10.0,204.0,61.0,119.0,24.0,0.0,kentucky,7.0
90,Martin,4.0,0.0,0.0,4.0,13.0,2.0,4.0,7.0,0.0,kentucky,0.0
91,Mason,4.0,0.0,0.0,4.0,73.0,36.0,26.0,11.0,0.0,kentucky,0.0
92,McCracken,38.0,1.0,5.0,16.0,472.0,137.0,289.0,46.0,2.0,kentucky,16.0
93,McCreary,1.0,0.0,0.0,1.0,58.0,12.0,30.0,16.0,0.0,kentucky,0.0
94,Menifee,0.0,0.0,0.0,0.0,10.0,2.0,4.0,4.0,0.0,kentucky,0.0
95,Mercer,2.0,0.0,0.0,2.0,49.0,17.0,30.0,2.0,0.0,kentucky,0.0
96,Metcalfe,2.0,0.0,0.0,2.0,34.0,21.0,9.0,4.0,0.0,kentucky,0.0
97,Monroe,0.0,0.0,0.0,0.0,9.0,1.0,6.0,2.0,0.0,kentucky,0.0
98,Montgomery,10.0,1.0,1.0,6.0,285.0,96.0,150.0,39.0,0.0,kentucky,2.0
99,Morgan,2.0,0.0,0.0,2.0,14.0,5.0,7.0,2.0,0.0,kentucky,0.0
100,Muhlenberg,14.0,0.0,2.0,12.0,66.0,24.0,31.0,11.0,2.0,kentucky,0.0
101,Nelson,22.0,0.0,0.0,16.0,213.0,57.0,122.0,34.0,3.0,kentucky,6.0
102,Nicholas,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,kentucky,0.0
103,Ohio,19.0,0.0,0.0,9.0,116.0,33.0,56.0,27.0,1.0,kentucky,10.0
104,Owen,2.0,0.0,0.0,1.0,28.0,14.0,9.0,5.0,0.0,kentucky,1.0
105,Owsley,0.0,0.0,0.0,0.0,16.0,3.0,3.0,10.0,0.0,kentucky,0.0
106,Perry,8.0,1.0,0.0,5.0,51.0,15.0,17.0,19.0,0.0,kentucky,2.0
107,Pike,2.0,0.0,0.0,1.0,33.0,4.0,24.0,5.0,0.0,kentucky,1.0
108,Powell,0.0,0.0,0.0,0.0,8.0,2.0,4.0,2.0,0.0,kentucky,0.0
109,Pulaski,30.0,0.0,3.0,14.0,315.0,135.0,124.0,56.0,2.0,kentucky,13.0
110,Robertson,0.0,0.0,0.0,0.0,8.0,1.0,6.0,1.0,0.0,kentucky,0.0
111,Rockcastle,3.0,0.0,1.0,1.0,40.0,15.0,15.0,10.0,1.0,kentucky,1.0
112,Rowan,8.0,0.0,1.0,3.0,65.0,27.0,31.0,7.0,1.0,kentucky,4.0
113,Russell,3.0,0.0,0.0,1.0,63.0,15.0,42.0,6.0,2.0,kentucky,2.0
114,Simpson,2.0,0.0,0.0,1.0,40.0,11.0,19.0,10.0,0.0,kentucky,1.0
115,Taylor,13.0,1.0,1.0,7.0,148.0,63.0,74.0,11.0,0.0,kentucky,4.0
116,Todd,1.0,0.0,0.0,1.0,45.0,24.0,13.0,8.0,0.0,kentucky,0.0
117,Trimble,0.0,0.0,0.0,0.0,11.0,4.0,4.0,3.0,1.0,kentucky,0.0
118,Union,3.0,0.0,0.0,3.0,35.0,12.0,19.0,4.0,0.0,kentucky,0.0
119,Washington,6.0,0.0,1.0,4.0,43.0,25.0,13.0,5.0,0.0,kentucky,1.0
120,Wayne,8.0,0.0,1.0,2.0,35.0,7.0,23.0,5.0,2.0,kentucky,5.0
121,Webster,0.0,0.0,0.0,0.0,21.0,7.0,9.0,5.0,0.0,kentucky,0.0
122,Whitley,9.0,0.0,1.0,8.0,176.0,78.0,67.0,31.0,0.0,kentucky,0.0
0,Aiken,549.0,7.0,44.0,424.0,2639.0,700.0,1574.0,365.0,7.0,south_carolina,74.0
1,Anderson,693.0,12.0,63.0,545.0,4585.0,882.0,3073.0,630.0,27.0,south_carolina,73.0
2,Beaufort,577.0,6.0,73.0,446.0,1879.0,347.0,1384.0,148.0,9.0,south_carolina,52.0
3,Calhoun,62.0,0.0,4.0,53.0,294.0,107.0,146.0,41.0,0.0,south_carolina,5.0
4,Charleston,280.0,12.0,32.0,209.0,1698.0,356.0,1060.0,282.0,6.0,south_carolina,27.0
5,Chester,111.0,3.0,7.0,93.0,529.0,122.0,362.0,45.0,2.0,south_carolina,8.0
6,Clarendon,137.0,3.0,10.0,108.0,668.0,206.0,412.0,50.0,1.0,south_carolina,16.0
7,Darlington,386.0,12.0,39.0,309.0,1853.0,674.0,1034.0,145.0,10.0,south_carolina,26.0
8,Dorchester,292.0,2.0,33.0,256.0,1871.0,380.0,1305.0,186.0,1.0,south_carolina,1.0
9,Fairfield,154.0,3.0,8.0,135.0,465.0,130.0,294.0,41.0,3.0,south_carolina,8.0
10,Florence,516.0,12.0,82.0,356.0,2325.0,586.0,1512.0,227.0,19.0,south_carolina,66.0
11,Greenville,1705.0,24.0,250.0,1217.0,7923.0,1585.0,5510.0,828.0,52.0,south_carolina,214.0
12,Horry,10.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,south_carolina,6.0
13,Horry County Police Department,834.0,8.0,88.0,590.0,6144.0,1089.0,4493.0,562.0,18.0,south_carolina,148.0
14,Kershaw,160.0,1.0,18.0,115.0,1201.0,240.0,845.0,116.0,11.0,south_carolina,26.0
15,Lancaster,284.0,7.0,19.0,206.0,1677.0,366.0,1235.0,76.0,7.0,south_carolina,52.0
16,Laurens,219.0,4.0,15.0,170.0,978.0,281.0,547.0,150.0,8.0,south_carolina,30.0
17,Lexington,554.0,13.0,87.0,385.0,5086.0,1000.0,3324.0,762.0,18.0,south_carolina,69.0
18,Pickens,228.0,4.0,8.0,194.0,1408.0,383.0,846.0,179.0,7.0,south_carolina,22.0
19,Richland,2206.0,21.0,263.0,1784.0,8709.0,1422.0,6137.0,1150.0,38.0,south_carolina,138.0
20,Saluda,43.0,0.0,1.0,34.0,198.0,63.0,115.0,20.0,1.0,south_carolina,8.0
21,Spartanburg,1042.0,16.0,83.0,878.0,5420.0,1357.0,3487.0,576.0,28.0,south_carolina,65.0
22,Sumter,384.0,5.0,30.0,326.0,1543.0,421.0,955.0,167.0,6.0,south_carolina,23.0
23,York,377.0,3.0,42.0,286.0,2565.0,515.0,1842.0,208.0,9.0,south_carolina,46.0
24,Allendale,12.0,0.0,2.0,10.0,48.0,18.0,26.0,4.0,1.0,south_carolina,0.0
25,Bamberg,24.0,0.0,3.0,20.0,146.0,41.0,87.0,18.0,3.0,south_carolina,1.0
26,Barnwell,57.0,1.0,2.0,52.0,292.0,78.0,174.0,40.0,3.0,south_carolina,2.0
27,Colleton,214.0,11.0,15.0,173.0,726.0,201.0,439.0,86.0,8.0,south_carolina,15.0
28,Dillon,138.0,5.0,18.0,109.0,576.0,229.0,301.0,46.0,12.0,south_carolina,6.0
29,Georgetown,187.0,6.0,15.0,149.0,986.0,213.0,677.0,96.0,6.0,south_carolina,17.0
30,Hampton,61.0,0.0,3.0,51.0,269.0,92.0,164.0,13.0,3.0,south_carolina,7.0
31,Lee,64.0,0.0,3.0,60.0,306.0,96.0,185.0,25.0,0.0,south_carolina,1.0
32,Marion,71.0,0.0,13.0,53.0,462.0,120.0,265.0,77.0,2.0,south_carolina,5.0
33,Marlboro,106.0,3.0,6.0,84.0,342.0,115.0,211.0,16.0,4.0,south_carolina,13.0
34,McCormick,8.0,0.0,0.0,8.0,77.0,23.0,41.0,13.0,0.0,south_carolina,0.0
35,Newberry,91.0,4.0,4.0,78.0,299.0,64.0,214.0,21.0,0.0,south_carolina,5.0
36,Oconee,199.0,4.0,13.0,136.0,1553.0,351.0,1047.0,155.0,22.0,south_carolina,46.0
37,Orangeburg,744.0,16.0,41.0,669.0,2661.0,791.0,1502.0,368.0,5.0,south_carolina,18.0
0,DeSoto,35.0,2.0,4.0,22.0,359.0,86.0,228.0,45.0,1.0,mississippi,7.0
1,Hancock,28.0,0.0,6.0,20.0,516.0,108.0,354.0,54.0,1.0,mississippi,2.0
2,Harrison,60.0,2.0,17.0,29.0,869.0,172.0,559.0,138.0,4.0,mississippi,12.0
3,Hinds,111.0,5.0,6.0,94.0,383.0,150.0,169.0,64.0,0.0,mississippi,6.0
4,Jackson,135.0,1.0,11.0,93.0,1388.0,292.0,860.0,236.0,7.0,mississippi,30.0
5,Lamar,87.0,3.0,10.0,54.0,637.0,166.0,434.0,37.0,2.0,mississippi,20.0
6,Madison2,,2.0,3.0,28.0,223.0,78.0,125.0,20.0,2.0,mississippi,0.0
7,Stone,47.0,1.0,1.0,30.0,174.0,56.0,96.0,22.0,3.0,mississippi,15.0
8,Tunica2,,4.0,7.0,25.0,383.0,72.0,261.0,50.0,2.0,mississippi,0.0
9,Choctaw,6.0,1.0,0.0,4.0,57.0,14.0,40.0,3.0,0.0,mississippi,1.0
10,Claiborne,21.0,2.0,1.0,17.0,87.0,62.0,8.0,17.0,0.0,mississippi,1.0
11,George3,21.0,0.0,0.0,14.0,315.0,82.0,184.0,49.0,5.0,mississippi,7.0
12,Lauderdale,27.0,2.0,8.0,13.0,410.0,230.0,139.0,41.0,10.0,mississippi,4.0
13,Leflore2,,4.0,15.0,67.0,250.0,71.0,163.0,16.0,4.0,mississippi,0.0
14,Lincoln,31.0,0.0,11.0,19.0,299.0,86.0,203.0,10.0,0.0,mississippi,1.0
15,Oktibbeha2,,0.0,3.0,33.0,464.0,319.0,135.0,10.0,5.0,mississippi,0.0
16,Tishomingo,15.0,0.0,1.0,8.0,115.0,43.0,57.0,15.0,0.0,mississippi,6.0
17,,,,,,,,,,0.0,mississippi,0.0
0,Acadia,109.0,4.0,8.0,87.0,514.0,192.0,271.0,51.0,0.0,louisiana,10.0
1,Ascension,340.0,3.0,37.0,279.0,1519.0,260.0,1150.0,109.0,8.0,louisiana,21.0
2,Assumption,70.0,1.0,0.0,63.0,215.0,25.0,182.0,8.0,0.0,louisiana,6.0
3,Bossier,64.0,2.0,1.0,57.0,467.0,99.0,345.0,23.0,1.0,louisiana,4.0
4,Caddo,8.0,1.0,0.0,6.0,309.0,46.0,245.0,18.0,1.0,louisiana,1.0
5,Calcasieu,583.0,4.0,26.0,473.0,3819.0,869.0,2669.0,281.0,3.0,louisiana,80.0
6,De Soto,72.0,1.0,4.0,61.0,358.0,92.0,245.0,21.0,0.0,louisiana,6.0
7,East Baton Rouge,609.0,18.0,149.0,389.0,6475.0,729.0,5433.0,313.0,4.0,louisiana,53.0
8,East Feliciana,70.0,4.0,2.0,62.0,131.0,32.0,85.0,14.0,0.0,louisiana,2.0
9,Iberville,206.0,0.0,6.0,198.0,335.0,55.0,279.0,1.0,0.0,louisiana,2.0
10,Jefferson,1240.0,45.0,264.0,832.0,9618.0,1079.0,8014.0,525.0,45.0,louisiana,99.0
11,Lafourche,231.0,12.0,0.0,195.0,2084.0,451.0,1530.0,103.0,6.0,louisiana,24.0
12,Livingston,550.0,9.0,16.0,472.0,2948.0,681.0,2094.0,173.0,0.0,louisiana,53.0
13,Morehouse,30.0,2.0,4.0,20.0,226.0,58.0,142.0,26.0,0.0,louisiana,4.0
14,Ouachita,425.0,7.0,39.0,337.0,2512.0,599.0,1724.0,189.0,7.0,louisiana,42.0
15,Plaquemines,37.0,0.0,1.0,34.0,108.0,20.0,82.0,6.0,1.0,louisiana,2.0
16,Pointe Coupee,154.0,3.0,1.0,147.0,286.0,66.0,194.0,26.0,0.0,louisiana,3.0
17,Rapides,326.0,5.0,21.0,260.0,1512.0,554.0,850.0,108.0,8.0,louisiana,40.0
18,St. Charles,133.0,3.0,19.0,107.0,762.0,133.0,592.0,37.0,5.0,louisiana,4.0
19,St. Helena,54.0,5.0,1.0,47.0,137.0,27.0,101.0,9.0,0.0,louisiana,1.0
